-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,6,3,3,3,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,0,0,0,0,5,6,3,3,3,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,5,5,5,5,5,6,3,5,3,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,5,6,2,2,5,6,3,3,3,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,6,2,2,5,6,3,3,3,2,-1,-1,-1
-1,-1,-1,-1,-1,2,1,1,6,1,1,1,2,1,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,2,5,20,20,20,5,6,2,-1,-1,-1,-1,-1,-1,-1
-1,2,1,1,1,0,5,5,20,5,20,6,1,1,1,1,2,-1,-1,-1
2,1,5,5,6,18,20,5,20,5,5,5,5,5,5,6,2,-1,-1,-1
2,5,5,20,5,5,20,5,5,5,5,20,5,5,20,6,2,-1,-1,-1
0,0,0,0,0,2,5,20,20,5,20,6,2,1,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,2,5,5,5,5,5,6,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
