-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,5,1,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,5,5,5,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,20,20,5,5,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,1,5,20,20,5,5,20,5,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,5,20,5,5,5,5,20,5,2,-1,-1,-1
2,1,1,2,-1,-1,-1,2,5,5,5,20,20,5,1,1,1,1,2,-1
2,5,5,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,2,-1
2,3,5,5,5,5,5,5,5,5,5,5,5,5,20,20,20,5,2,-1
2,3,18,5,10,10,10,10,10,10,11,5,1,2,5,5,5,2,2,-1
2,3,18,5,15,15,15,15,15,15,16,3,5,2,20,5,20,1,2,-1
2,3,3,3,3,3,3,3,3,3,3,3,5,2,5,5,5,5,2,-1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,20,5,2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,2,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
