-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,6,6,6,6,6,6,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,6,20,18,20,6,2,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,6,20,6,6,20,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,18,20,6,20,6,2,-1,-1,-1,-1,-1
2,2,2,2,2,2,2,2,2,6,20,6,18,6,0,0,2,-1,-1,-1
2,3,3,3,3,6,6,1,1,6,20,6,6,20,6,6,2,-1,-1,-1
2,18,3,3,3,6,6,6,6,20,6,6,20,6,6,6,2,-1,-1,-1
2,3,3,3,3,6,6,2,0,0,0,0,0,0,0,0,0,-1,-1,-1
0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
