-1,-1,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,5,5,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1
-1,-1,2,5,5,5,5,20,5,5,5,20,5,20,5,2,-1,-1,-1,-1
-1,-1,2,5,20,18,5,20,5,5,5,5,20,5,5,2,-1,-1,-1,-1
-1,-1,2,5,5,20,5,20,5,5,5,5,5,5,5,2,-1,-1,-1,-1
2,0,2,5,20,18,5,18,5,5,10,10,10,10,5,2,-1,-1,-1,-1
2,5,1,20,5,20,5,20,5,5,15,15,5,5,5,2,-1,-1,-1,-1
2,5,5,5,5,20,5,18,20,18,5,5,5,18,5,2,-1,-1,-1,-1
2,5,5,5,20,5,5,5,5,20,5,20,5,20,5,2,-1,-1,-1,-1
0,0,2,0,0,5,5,0,0,2,0,0,0,0,0,0,-1,-1,-1,-1
-1,-1,2,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
