-1,-1,2,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,5,5,5,5,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1,1,2,5,20,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,5,5,5,2,18,5,5,5,5,1,1,1,2,-1,-1,-1,-1,-1,-1
2,5,20,5,2,5,5,2,2,5,5,5,5,2,-1,-1,-1,-1,-1,-1
2,5,20,5,1,5,5,1,1,1,1,2,5,2,-1,-1,-1,-1,-1,-1
1,2,5,20,5,5,20,5,5,5,5,2,5,2,-1,-1,-1,-1,-1,-1
-1,2,5,20,5,20,5,1,1,2,5,2,5,2,-1,-1,-1,-1,-1,-1
-1,2,5,2,5,5,20,5,5,1,5,2,5,2,-1,-1,-1,-1,-1,-1
-1,2,5,2,5,18,20,18,5,5,5,2,5,2,-1,-1,-1,-1,-1,-1
2,1,5,1,1,1,5,5,5,2,5,2,5,2,1,1,1,1,2,-1
2,5,5,20,5,5,1,1,1,1,5,1,5,1,3,3,3,3,2,-1
2,5,5,5,5,20,5,5,5,5,20,5,5,5,3,3,1,3,2,-1
2,1,1,1,20,5,5,20,2,5,20,5,5,5,3,3,3,3,2,-1
2,5,5,5,5,5,5,5,2,5,5,2,2,5,3,3,3,3,2,-1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
